210,242,80,100.0
Z197,28
G1933,Z42,Z22,10.0,null
G555,Z145,Z161,1.25,null
G557,Z145,Z161,1.25,null
G2024,Z186,Z18,10.0,Z129,Z142,Z128
G559,Z145,Z161,1.25,null
G560,Z145,Z161,1.25,null
G562,Z145,Z161,1.25,null
G563,Z145,Z161,1.25,null
G565,Z197,Z91,2.5,null
G1845,Z196,Z6,1.25,null
G2767,Z196,Z6,1.25,Z147,Z29,Z93
G1,Z196,Z6,10.0,null
G7,Z196,Z6,10.0,null
G3,Z196,Z6,10.0,null
G570,Z197,Z91,2.5,null
G5,Z196,Z6,10.0,null
G571,Z197,Z91,10.0,null
G572,Z197,Z91,10.0,null
G933,Z196,Z6,1.25,Z27
G573,Z46,Z179,1.25,Z178,Z15,Z120
G1094,Z196,Z6,2.5,Z72,Z44
G575,Z155,Z6,10.0,null
G2045,Z196,Z6,1.25,Z95,Z118
G2,Z196,Z6,10.0,null
G576,Z6,Z150,10.0,Z118
G578,Z6,Z150,1.25,Z189,Z72
G579,Z6,Z150,1.25,null
G580,Z6,Z150,1.25,Z151,Z108
G581,Z6,Z150,1.25,Z184,Z60,Z67
G2789,Z46,Z70,1.25,null
G1698,Z46,Z70,1.25,Z40,Z121,Z97
G2820,Z46,Z70,1.25,null
G98,Z46,Z23,10.0,null
G2712,Z70,Z46,1.25,Z193,Z111,Z23
G326,Z70,Z46,1.25,Z42,Z97
G1689,Z46,Z23,10.0,Z40
G1843,Z70,Z150,1.25,Z52,Z74
G590,Z6,Z150,10.0,Z44,Z137,Z199
G831,Z46,Z23,10.0,Z20
G1008,Z70,Z150,1.25,Z95
G286,Z46,Z23,10.0,null
G591,Z6,Z150,10.0,Z93,Z110,Z79
G1789,Z70,Z150,10.0,Z108,Z124
G592,Z206,Z159,100.0,null
G918,Z46,Z23,10.0,null
G2782,Z70,Z150,10.0,null
G593,Z109,Z29,10.0,null
G1265,Z46,Z23,10.0,Z141,Z73,Z40
G596,Z109,Z29,10.0,Z108
G1081,Z46,Z23,10.0,Z54
G2424,Z70,Z150,10.0,Z91,Z137,Z74
G597,Z178,Z14,10.0,Z120,Z17
G1233,Z46,Z23,10.0,null
G599,Z178,Z14,10.0,Z120,Z153,Z62
G1245,Z46,Z23,10.0,Z8
G601,Z178,Z14,1.25,Z86
G583,Z46,Z23,10.0,Z8
G602,Z178,Z14,1.25,Z15,Z153,Z163
G603,Z178,Z14,10.0,Z17,Z77,Z163
G2621,Z46,Z70,1.25,Z55,Z105
G1892,Z44,Z6,10.0,null
G2878,Z46,Z70,1.25,null
G2962,Z46,Z70,1.25,Z35
G116,Z46,Z103,10.0,Z8,Z205
G342,Z46,Z70,1.25,null
G615,Z6,Z84,2.5,null
G616,Z6,Z84,1.25,Z29,Z158,Z50
G2358,Z46,Z103,1.25,Z40,Z121,Z205
G2780,Z46,Z70,1.25,Z138,Z197
G388,Z46,Z23,1.25,Z207
G617,Z6,Z84,1.25,null
G2604,Z46,Z70,1.25,null
G618,Z6,Z84,1.25,Z151,Z164
G2240,Z46,Z23,1.25,Z8,Z57
G2533,Z46,Z70,1.25,Z8,Z42
G58,Z46,Z23,10.0,Z121,Z207
G619,Z75,Z14,10.0,null
G620,Z6,Z84,1.25,Z159,Z60
G2853,Z46,Z70,1.25,Z111,Z53,Z80
G621,Z75,Z14,10.0,Z126,Z31,Z176
G622,Z6,Z84,1.25,Z135,Z47,Z27
G2468,Z46,Z23,1.25,null
G2783,Z46,Z70,1.25,null
G624,Z75,Z14,10.0,Z126
G625,Z6,Z84,1.25,Z147
G1842,Z46,Z23,10.0,Z20,Z54
G626,Z75,Z14,10.0,Z126,Z209,Z31
G627,Z6,Z84,10.0,Z189,Z147,Z79
G821,Z46,Z23,10.0,Z162
G628,Z75,Z14,10.0,Z31,Z176
G629,Z6,Z84,10.0,Z60
G2363,Z46,Z23,10.0,null
G630,Z75,Z14,10.0,null
G631,Z104,Z105,10.0,Z97,Z78,Z155
G964,Z46,Z23,10.0,Z121,Z35,Z57
G632,Z75,Z14,10.0,Z209,Z31
G634,Z75,Z14,10.0,null
G635,Z75,Z14,10.0,Z126,Z31
G636,Z75,Z14,10.0,Z126,Z31,Z176
G1900,Z75,Z14,1.25,null
G1990,Z75,Z14,10.0,null
G642,Z104,Z105,10.0,null
G643,Z145,Z161,1.25,null
G1100,Z75,Z14,1.25,Z126,Z31,Z176
G644,Z96,Z93,10.0,null
G645,Z145,Z161,1.25,null
G2721,Z75,Z14,10.0,Z126,Z209,Z176
G646,Z96,Z93,10.0,null
G647,Z145,Z161,1.25,null
G2584,Z75,Z14,10.0,Z209,Z31
G648,Z96,Z93,10.0,null
G649,Z105,Z29,10.0,Z175
G2061,Z75,Z14,10.0,Z31
G651,Z96,Z93,10.0,null
G652,Z105,Z29,10.0,null
G653,Z75,Z14,1.25,Z126
G1350,Z75,Z14,1.25,Z31
G354,Z75,Z14,10.0,Z31
G654,Z113,Z8,100.0,null
G655,Z105,Z29,10.0,null
G656,Z75,Z14,10.0,Z126,Z209
G657,Z105,Z29,10.0,Z175,Z18
G658,Z75,Z14,10.0,Z209,Z31
G659,Z14,Z176,10.0,null
G2485,Z75,Z14,10.0,Z31,Z176
G661,Z105,Z29,10.0,null
G662,Z75,Z14,10.0,null
G663,Z14,Z176,10.0,null
G665,Z105,Z29,10.0,Z111,Z104,Z3
G666,Z75,Z14,1.25,null
G667,Z58,Z208,10.0,null
G2317,Z75,Z14,10.0,null
G668,Z105,Z29,10.0,null
G669,Z75,Z14,1.25,Z126,Z31
G670,Z58,Z208,10.0,null
G671,Z174,Z126,10.0,null
G672,Z124,Z67,100.0,null
G674,Z154,Z44,10.0,null
G675,Z155,Z23,10.0,Z97,Z99,Z111
G678,Z105,Z29,100.0,null
G1804,Z46,Z23,10.0,null
G531,Z46,Z23,10.0,Z141
G679,Z201,Z144,10.0,null
G680,Z201,Z144,10.0,null
G1216,Z46,Z23,10.0,Z40,Z162
G681,Z201,Z144,10.0,null
G1179,Z46,Z23,10.0,null
G419,Z46,Z20,1.25,Z73,Z40
G682,Z201,Z144,10.0,null
G683,Z46,Z20,1.25,null
G685,Z146,Z138,1.25,Z20
G686,Z46,Z23,10.0,Z141
G1286,Z46,Z23,10.0,Z141,Z54,Z57
G688,Z46,Z23,10.0,Z73,Z35
G689,Z50,Z85,10.0,null
G1412,Z154,Z44,10.0,null
G690,Z8,Z138,1.25,null
G691,Z46,Z23,10.0,Z207
G2837,Z155,Z23,10.0,Z53,Z55
G692,Z8,Z138,10.0,null
G693,Z46,Z23,10.0,null
G2483,Z174,Z126,10.0,null
G695,Z46,Z23,10.0,Z8,Z20
G696,Z204,Z198,100.0,null
G1970,Z124,Z67,100.0,null
G698,Z46,Z23,10.0,Z40
G699,Z46,Z23,10.0,Z68,Z57
G701,Z46,Z23,10.0,Z40,Z121
G702,Z46,Z23,10.0,null
G2319,Z14,Z75,1.25,Z209
G1183,Z14,Z75,10.0,null
G209,Z14,Z75,1.25,Z31,Z209
G710,Z1,Z182,100.0,null
G711,Z29,Z108,10.0,null
G1452,Z14,Z75,1.25,Z176,Z209,Z126
G137,Z14,Z75,10.0,Z176,Z209,Z126
G713,Z29,Z108,10.0,null
G714,Z29,Z108,10.0,null
G2797,Z125,Z139,100.0,null
G345,Z14,Z75,1.25,Z31
G715,Z29,Z108,1.25,null
G716,Z46,Z23,10.0,null
G717,Z29,Z108,1.25,null
G718,Z46,Z23,10.0,Z68
G1118,Z186,Z84,1.25,null
G719,Z29,Z108,1.25,null
G720,Z46,Z23,10.0,null
G1289,Z186,Z84,1.25,Z110,Z137,Z58
G721,Z29,Z108,1.25,null
G722,Z46,Z23,10.0,Z138,Z207
G723,Z29,Z108,1.25,null
G724,Z46,Z23,10.0,null
G2653,Z186,Z84,10.0,null
G725,Z29,Z108,2.5,null
G726,Z46,Z23,10.0,Z8
G728,Z46,Z23,10.0,Z40
G729,Z46,Z23,10.0,Z73,Z138,Z207
G730,Z46,Z23,10.0,Z20
G731,Z46,Z23,10.0,Z73
G738,Z29,Z108,2.5,null
G2299,Z75,Z14,10.0,Z209
G740,Z29,Z108,2.5,null
G1731,Z75,Z14,10.0,null
G741,Z29,Z108,2.5,null
G2788,Z75,Z14,10.0,Z126,Z209,Z176
G743,Z145,Z40,10.0,null
G2965,Z75,Z14,10.0,Z126,Z209
G745,Z46,Z23,10.0,Z8,Z20,Z54
G746,Z145,Z40,10.0,null
G1650,Z75,Z14,10.0,Z31,Z176
G747,Z46,Z23,1.25,Z68,Z57
G748,Z145,Z40,10.0,null
G2764,Z75,Z14,10.0,Z209,Z31
G511,Z14,Z75,1.25,Z176
G750,Z46,Z23,1.25,Z73
G751,Z145,Z40,10.0,null
G611,Z14,Z75,1.25,null
G752,Z46,Z23,1.25,Z141,Z207
G753,Z145,Z40,10.0,null
G754,Z46,Z103,10.0,Z205
G755,Z145,Z40,1.25,null
G1236,Z14,Z75,1.25,Z176,Z31,Z209
G756,Z46,Z103,1.25,null
G758,Z145,Z40,1.25,null
G1844,Z14,Z75,1.25,null
G759,Z46,Z103,1.25,Z121
G760,Z46,Z103,1.25,Z73
G761,Z46,Z103,1.25,null
G762,Z46,Z103,1.25,Z141,Z68
G2941,Z166,Z151,10.0,null
G2680,Z3,Z18,10.0,null
G1999,Z37,Z99,10.0,Z53
G942,Z166,Z10,10.0,null
G767,Z178,Z46,10.0,null
G768,Z105,Z197,10.0,Z91
G1075,Z90,Z204,100.0,null
G770,Z178,Z46,10.0,null
G771,Z29,Z6,10.0,null
G1697,Z164,Z50,10.0,Z89,Z147
G772,Z178,Z46,10.0,null
G773,Z29,Z6,10.0,null
G2117,Z20,Z35,1.25,Z121
G774,Z178,Z46,10.0,null
G775,Z29,Z6,10.0,null
G1268,Z47,Z110,10.0,null
G265,Z174,Z209,10.0,null
G776,Z73,Z141,10.0,null
G777,Z178,Z46,10.0,null
G778,Z29,Z6,10.0,Z189
G780,Z178,Z46,10.0,null
G781,Z29,Z6,10.0,Z135,Z49,Z189
G782,Z196,Z84,10.0,Z81,Z150
G783,Z178,Z46,10.0,null
G784,Z29,Z6,1.25,null
G785,Z196,Z84,10.0,Z187,Z33
G1177,Z47,Z110,10.0,null
G786,Z178,Z46,10.0,null
G787,Z29,Z6,1.25,Z96,Z93,Z118
G788,Z196,Z84,10.0,null
G789,Z29,Z6,10.0,Z135,Z159
G790,Z196,Z84,10.0,Z182
G791,Z178,Z46,100.0,null
G793,Z178,Z46,1.25,null
G794,Z29,Z6,10.0,Z49
G795,Z196,Z84,10.0,Z88,Z124
G796,Z196,Z84,10.0,Z150
G797,Z196,Z84,10.0,null
G799,Z196,Z84,10.0,Z69,Z58
G800,Z196,Z84,1.25,Z187,Z88,Z124
G1695,Z186,Z84,10.0,null
G2364,Z186,Z84,10.0,Z206
G312,Z186,Z84,10.0,Z93,Z108,Z50
G806,Z29,Z6,10.0,Z44
G807,Z29,Z6,10.0,Z44,Z154
G2432,Z186,Z84,10.0,Z135
G808,Z29,Z6,10.0,null
G1679,Z208,Z84,10.0,Z58
G811,Z29,Z6,10.0,Z189,Z184
G2719,Z186,Z84,10.0,null
G812,Z29,Z6,1.25,Z154
G813,Z196,Z84,10.0,Z67
G2986,Z160,Z45,10.0,Z162,Z207
G814,Z29,Z6,1.25,Z135
G815,Z196,Z84,1.25,Z67,Z182,Z33
G1457,Z208,Z84,10.0,null
G816,Z29,Z6,2.5,Z93,Z189
G817,Z196,Z84,1.25,Z88,Z182
G2605,Z166,Z151,10.0,null
G818,Z29,Z6,1.25,Z151,Z118,Z159
G819,Z196,Z84,1.25,Z88,Z67,Z33
G1296,Z2,Z194,10.0,null
G820,Z29,Z6,1.25,Z177,Z24
G822,Z196,Z84,1.25,null
G823,Z29,Z6,1.25,Z151
G824,Z196,Z84,1.25,Z150,Z124,Z182
G825,Z196,Z84,1.25,null
G827,Z196,Z84,1.25,null
G828,Z196,Z84,1.25,Z81,Z199
G830,Z196,Z84,1.25,Z69,Z133,Z67
G1580,Z87,Z125,100.0,null
G170,Z6,Z186,100.0,null
G17,Z6,Z186,100.0,null
G1609,Z186,Z6,1.25,null
G2052,Z1,Z182,100.0,null
G833,Z29,Z6,1.25,null
G2408,Z186,Z6,1.25,null
G197,Z186,Z6,1.25,Z129
G834,Z29,Z6,1.25,Z151,Z159,Z44
G1991,Z29,Z108,10.0,null
G425,Z29,Z108,10.0,null
G835,Z7,Z28,100.0,null
G2203,Z186,Z6,1.25,null
G29,Z186,Z6,100.0,null
G836,Z7,Z28,10.0,null
G2790,Z29,Z108,1.25,null
G13,Z186,Z6,100.0,null
G837,Z196,Z84,1.25,null
G838,Z158,Z110,10.0,null
G2009,Z29,Z108,10.0,null
G839,Z23,Z138,1.25,Z162,Z35
G840,Z158,Z110,10.0,null
G2930,Z29,Z108,1.25,null
G826,Z186,Z6,10.0,null
G841,Z107,Z205,10.0,null
G842,Z158,Z110,10.0,null
G2912,Z29,Z108,1.25,null
G843,Z132,Z160,100.0,null
G845,Z5,Z94,1.25,null
G2291,Z29,Z108,1.25,null
G846,Z168,Z143,100.0,null
G848,Z5,Z94,1.25,null
G1536,Z29,Z108,1.25,null
G849,Z39,Z73,10.0,null
G850,Z5,Z94,10.0,null
G851,Z78,Z18,10.0,null
G913,Z29,Z108,2.5,null
G852,Z78,Z18,10.0,Z111,Z104
G853,Z152,Z132,100.0,null
G854,Z29,Z45,1.25,null
G1007,Z47,Z110,10.0,null
G1819,Z47,Z110,10.0,null
G860,Z5,Z94,10.0,null
G1315,Z87,Z195,100.0,null
G861,Z5,Z94,10.0,null
G1242,Z27,Z48,100.0,null
G862,Z111,Z157,10.0,null
G2464,Z16,Z100,1.25,null
G2576,Z201,Z144,10.0,null
G475,Z87,Z195,10.0,null
G863,Z164,Z150,10.0,Z38
G1872,Z105,Z29,100.0,Z97
G389,Z129,Z18,10.0,null
G864,Z164,Z150,10.0,Z79,Z38
G865,Z29,Z45,1.25,Z165
G2037,Z201,Z144,10.0,null
G330,Z201,Z144,10.0,null
G866,Z149,Z126,10.0,null
G867,Z29,Z45,1.25,null
G2742,Z16,Z100,10.0,null
G422,Z146,Z138,1.25,Z20
G868,Z88,Z150,10.0,null
G869,Z29,Z45,1.25,Z165
G1645,Z196,Z23,10.0,Z98,Z45
G870,Z190,Z116,1.25,null
G871,Z29,Z45,1.25,Z165
G2078,Z201,Z144,10.0,null
G2204,Z129,Z18,10.0,Z128,Z23,Z45
G872,Z56,Z21,100.0,null
G873,Z29,Z45,1.25,Z18
G1104,Z8,Z138,1.25,null
G876,Z29,Z45,10.0,null
G877,Z164,Z139,10.0,Z13
G1802,Z50,Z85,10.0,null
G879,Z29,Z45,10.0,Z165
G2387,Z204,Z198,100.0,null
G528,Z8,Z138,10.0,null
G880,Z29,Z45,10.0,Z18
G882,Z29,Z45,10.0,Z165
G883,Z116,Z70,1.25,null
G639,Z145,Z40,1.25,null
G888,Z164,Z139,10.0,Z13
G889,Z114,Z126,10.0,null
G1925,Z145,Z40,1.25,null
G447,Z145,Z40,1.25,null
G891,Z175,Z197,10.0,Z19
G892,Z29,Z18,10.0,null
G979,Z32,Z11,10.0,null
G893,Z29,Z18,1.25,null
G894,Z116,Z70,10.0,null
G2451,Z38,Z164,10.0,Z79
G895,Z29,Z18,100.0,Z3
G896,Z116,Z70,1.25,Z148
G2229,Z32,Z11,10.0,null
G122,Z32,Z11,10.0,null
G897,Z29,Z18,100.0,Z3
G898,Z116,Z70,1.25,Z16,Z30
G899,Z116,Z70,1.25,Z100,Z172
G900,Z160,Z138,1.25,Z35,Z20
G2369,Z89,Z147,10.0,null
G901,Z74,Z79,10.0,Z199,Z38
G902,Z116,Z70,1.25,Z41,Z16,Z12
G1390,Z32,Z11,10.0,null
G905,Z94,Z68,10.0,Z5
G906,Z116,Z70,10.0,Z148
G907,Z116,Z70,10.0,null
G1552,Z66,Z100,1.25,null
G909,Z116,Z70,10.0,null
G910,Z116,Z70,10.0,Z41,Z12
G912,Z116,Z70,10.0,Z100
G919,Z183,Z16,1.25,null
G920,Z46,Z14,1.25,Z9
G921,Z38,Z199,10.0,null
G1335,Z29,Z108,2.5,null
G922,Z38,Z199,10.0,null
G1387,Z29,Z108,2.5,null
G923,Z38,Z199,10.0,null
G924,Z116,Z70,1.25,null
G1316,Z145,Z40,10.0,null
G925,Z38,Z199,10.0,null
G926,Z116,Z70,1.25,Z100
G1274,Z29,Z108,2.5,null
G927,Z2,Z53,10.0,null
G928,Z116,Z70,10.0,Z59,Z0,Z148
G1367,Z145,Z40,10.0,null
G929,Z199,Z33,100.0,null
G930,Z116,Z70,10.0,Z100
G1426,Z145,Z40,10.0,null
G931,Z116,Z70,10.0,Z127
G932,Z151,Z144,10.0,Z118
G1422,Z145,Z40,10.0,null
G935,Z116,Z70,10.0,Z100,Z190,Z127
G936,Z151,Z144,10.0,Z118
G1353,Z145,Z40,10.0,null
G937,Z116,Z70,1.25,Z12
G2065,Z145,Z40,1.25,null
G938,Z116,Z70,10.0,Z172,Z127
G1755,Z145,Z40,1.25,null
G940,Z116,Z70,1.25,Z12,Z59,Z30
G941,Z116,Z70,10.0,null
G2479,Z29,Z197,10.0,Z108,Z52
G950,Z151,Z144,10.0,null
G952,Z154,Z6,10.0,null
G2177,Z29,Z197,10.0,null
G954,Z154,Z6,10.0,null
G2495,Z29,Z197,1.25,Z108,Z52
G955,Z154,Z6,10.0,null
G1199,Z161,Z138,1.25,null
G874,Z29,Z197,2.5,null
G956,Z170,Z148,1.25,Z172
G957,Z116,Z70,10.0,null
G287,Z161,Z138,10.0,null
G958,Z104,Z18,10.0,Z55
G959,Z116,Z70,10.0,Z100,Z0,Z127
G960,Z104,Z18,10.0,Z55
G961,Z116,Z70,1.25,Z41,Z100,Z30
G1250,Z161,Z138,1.25,null
G962,Z104,Z18,10.0,Z55
G963,Z116,Z70,1.25,Z41
G1115,Z84,Z150,1.25,Z58
G965,Z197,Z193,10.0,null
G966,Z116,Z70,1.25,Z41,Z12,Z148
G1361,Z59,Z70,10.0,Z148,Z172,Z190
G968,Z197,Z193,2.5,null
G969,Z116,Z70,1.25,Z100,Z16,Z148
G970,Z116,Z70,1.25,Z41
G1313,Z84,Z150,1.25,Z199,Z124
G971,Z116,Z70,1.25,null
G973,Z116,Z70,1.25,null
G974,Z116,Z70,1.25,Z172
G981,Z197,Z193,2.5,null
G984,Z197,Z193,2.5,null
G985,Z197,Z193,2.5,null
G1373,Z103,Z6,1.25,Z35
G986,Z197,Z193,2.5,null
G1009,Z66,Z100,10.0,null
G987,Z197,Z193,2.5,null
G988,Z116,Z70,1.25,Z100
G1406,Z103,Z6,1.25,Z142
G989,Z197,Z193,2.5,null
G991,Z116,Z70,1.25,Z59,Z172,Z190
G1356,Z103,Z6,1.25,Z57,Z162,Z142
G196,Z103,Z6,1.25,Z107,Z142
G993,Z197,Z193,2.5,null
G994,Z116,Z70,1.25,Z172,Z190,Z30
G995,Z41,Z116,1.25,null
G996,Z116,Z70,10.0,null
G1290,Z103,Z6,1.25,Z107,Z207
G997,Z41,Z116,10.0,null
G998,Z116,Z70,10.0,Z41,Z172,Z127
G1737,Z103,Z6,1.25,Z121
G999,Z116,Z70,10.0,Z0,Z127
G1000,Z173,Z166,10.0,null
G1159,Z103,Z6,1.25,Z205,Z207
G1002,Z116,Z70,1.25,Z183,Z59
G1868,Z103,Z6,10.0,Z54,Z162,Z207
G1003,Z116,Z70,1.25,Z16
G1299,Z103,Z6,1.25,Z162,Z129
G1004,Z70,Z116,10.0,Z172
G1005,Z70,Z116,1.25,Z59,Z12
G2407,Z6,Z70,10.0,Z111
G1014,Z196,Z144,10.0,Z137
G1015,Z196,Z144,10.0,Z38,Z156
G1524,Z6,Z70,10.0,Z105,Z193,Z22
G1016,Z29,Z30,1.25,null
G1648,Z6,Z70,10.0,null
G543,Z6,Z70,10.0,null
G1017,Z29,Z30,10.0,Z104,Z123
G1018,Z146,Z6,1.25,Z142,Z129
G1019,Z70,Z116,10.0,Z59
G1021,Z32,Z34,10.0,null
G2212,Z6,Z70,10.0,Z106
G1022,Z196,Z6,10.0,null
G1023,Z109,Z91,2.5,Z105
G1024,Z32,Z34,10.0,null
G2572,Z6,Z70,10.0,null
G271,Z6,Z70,10.0,Z23,Z123,Z191
G1026,Z196,Z6,10.0,Z29,Z154
G1027,Z109,Z91,10.0,Z63
G1028,Z32,Z34,10.0,null
G1029,Z196,Z6,10.0,Z93
G1030,Z109,Z91,2.5,Z105
G1031,Z32,Z34,10.0,null
G2818,Z6,Z70,10.0,Z55,Z22,Z203
G1032,Z48,Z200,100.0,null
G1033,Z196,Z6,10.0,null
G1034,Z109,Z91,2.5,Z63
G1674,Z6,Z70,10.0,Z188,Z155,Z80
G1035,Z196,Z6,10.0,Z60
G1036,Z109,Z91,2.5,null
G1037,Z129,Z6,2.5,null
G1038,Z196,Z6,1.25,Z133,Z29
G1039,Z109,Z91,2.5,Z52
G2969,Z6,Z70,1.25,Z63,Z191
G10,Z196,Z6,100.0,null
G1040,Z109,Z91,2.5,Z52
G1041,Z196,Z6,10.0,Z81,Z206
G1042,Z109,Z91,2.5,Z105
G1044,Z196,Z6,10.0,Z69,Z74,Z95
G1045,Z109,Z91,2.5,null
G1050,Z129,Z6,2.5,null
G1051,Z129,Z6,2.5,null
G1052,Z129,Z6,2.5,null
G2224,Z84,Z150,1.25,Z58,Z182,Z124
G86,Z84,Z150,1.25,null
G1054,Z129,Z6,2.5,null
G1055,Z196,Z6,10.0,Z89,Z93
G1056,Z129,Z6,2.5,null
G2390,Z6,Z70,10.0,null
G1058,Z196,Z6,100.0,Z60,Z177,Z159
G1059,Z129,Z6,2.5,null
G2116,Z4,Z197,10.0,Z181
G1060,Z196,Z6,1.25,Z85,Z95
G1061,Z129,Z6,2.5,null
G2284,Z6,Z70,10.0,Z128,Z55,Z99
G35,Z6,Z70,10.0,null
G1062,Z196,Z150,1.25,null
G1063,Z196,Z6,1.25,null
G1065,Z144,Z70,10.0,Z151,Z96,Z63
G1066,Z196,Z6,1.25,null
G2506,Z6,Z70,10.0,Z97,Z78,Z203
G1068,Z8,Z192,100.0,null
G1069,Z196,Z6,1.25,Z147,Z24
G1717,Z6,Z70,10.0,Z105,Z106
G60,Z6,Z70,10.0,Z203
G1070,Z196,Z6,10.0,Z137,Z177
G421,Z6,Z70,10.0,Z142,Z105
G1071,Z196,Z6,10.0,Z199,Z189,Z156
G1072,Z196,Z6,10.0,Z81,Z187
G1073,Z196,Z6,10.0,null
G11,Z70,Z6,100.0,null
G1126,Z160,Z121,1.25,Z35
G533,Z160,Z121,1.25,Z35
G2979,Z177,Z96,10.0,null
G1083,Z196,Z6,2.5,Z124,Z158
G2040,Z176,Z117,10.0,null
G1084,Z196,Z6,1.25,null
G1137,Z27,Z95,10.0,null
G1085,Z196,Z6,10.0,Z88,Z67
G2774,Z94,Z40,10.0,null
G1086,Z196,Z6,1.25,Z79,Z158
G2694,Z190,Z30,1.25,null
G1087,Z196,Z6,1.25,Z206
G2777,Z190,Z30,1.25,null
G1088,Z6,Z196,10.0,Z60,Z79
G88,Z18,Z7,100.0,null
G1090,Z6,Z196,10.0,null
G1091,Z6,Z196,1.25,Z177,Z85
G1092,Z6,Z196,10.0,Z50
G1093,Z196,Z6,100.0,Z187,Z199,Z72
G2913,Z6,Z70,10.0,null
G605,Z6,Z70,10.0,Z155,Z175,Z193
G348,Z6,Z70,2.5,Z53,Z80
G1101,Z196,Z6,10.0,Z81,Z124,Z154
G1102,Z42,Z22,10.0,null
G2914,Z6,Z70,10.0,null
G1103,Z186,Z18,100.0,Z129,Z142
G1781,Z6,Z70,2.5,Z78
G1106,Z186,Z18,10.0,Z128,Z188
G2444,Z6,Z70,2.5,Z53
G14,Z6,Z70,100.0,null
G1107,Z44,Z6,10.0,Z154
G1108,Z46,Z70,1.25,Z35,Z54
G2974,Z70,Z6,1.25,Z193,Z23,Z128
G12,Z70,Z6,100.0,null
G1109,Z46,Z70,1.25,Z22,Z203
G33,Z6,Z70,100.0,null
G1110,Z46,Z70,1.25,Z78
G1111,Z46,Z70,1.25,Z121,Z54,Z105
G1112,Z46,Z70,1.25,Z104,Z193
G1121,Z46,Z70,1.25,Z138,Z54,Z63
G1122,Z46,Z70,1.25,Z22
G1123,Z46,Z70,1.25,Z53
G1124,Z46,Z70,1.25,Z57,Z55,Z193
G1125,Z46,Z70,1.25,null
G1127,Z46,Z70,1.25,Z121
G1128,Z46,Z70,1.25,Z104,Z123
G1130,Z70,Z46,1.25,null
G1131,Z70,Z46,1.25,Z203,Z53
G1133,Z70,Z150,1.25,null
G1140,Z70,Z150,1.25,Z85
G1141,Z70,Z150,10.0,Z95
G1143,Z70,Z150,10.0,Z193
G1144,Z70,Z150,10.0,Z193,Z197
G1146,Z70,Z150,10.0,Z123
G1147,Z156,Z184,10.0,null
G1149,Z156,Z184,10.0,null
G1150,Z156,Z184,10.0,null
G1151,Z156,Z184,10.0,null
G1152,Z208,Z164,10.0,null
G85,Z6,Z30,10.0,Z104,Z193,Z203
G1067,Z178,Z30,10.0,Z73
G418,Z29,Z171,10.0,Z45,Z134
G84,Z139,Z144,10.0,Z95,Z137,Z93
G1345,Z160,Z6,1.25,Z57,Z207,Z142
G1393,Z160,Z6,1.25,Z54,Z128
G1945,Z160,Z6,1.25,Z57,Z142
G2000,Z160,Z6,1.25,Z54,Z207,Z142
G1142,Z160,Z6,1.25,null
G1162,Z59,Z0,1.25,null
G284,Z160,Z6,1.25,null
G1163,Z198,Z112,100.0,null
G1164,Z158,Z108,10.0,null
G1165,Z158,Z108,10.0,null
G1166,Z158,Z108,10.0,null
G1167,Z201,Z118,10.0,null
G1170,Z201,Z118,10.0,null
G1171,Z201,Z118,10.0,null
G1173,Z201,Z118,10.0,null
G1174,Z46,Z29,1.25,null
G951,Z160,Z6,1.25,Z162,Z207,Z128
G1408,Z160,Z6,1.25,null
G1495,Z160,Z6,1.25,Z57,Z142,Z129
G59,Z160,Z6,1.25,Z142
G939,Z160,Z6,1.25,Z57,Z23,Z128
G1879,Z160,Z6,1.25,Z142
G2851,Z142,Z6,10.0,null
G2015,Z142,Z6,1.25,Z129
G1181,Z18,Z70,1.25,null
G2080,Z142,Z6,1.25,Z129
G549,Z142,Z6,1.25,null
G1182,Z18,Z70,1.25,Z97
G1185,Z18,Z70,1.25,Z26,Z148
G1186,Z18,Z70,1.25,Z197,Z64,Z4
G1187,Z18,Z70,1.25,Z197
G1189,Z18,Z70,1.25,null
G1190,Z18,Z70,1.25,Z116
G1191,Z18,Z70,10.0,Z155,Z42,Z80
G1192,Z18,Z70,10.0,Z91,Z191
G1193,Z18,Z70,10.0,Z91,Z197
G588,Z142,Z6,1.25,null
G943,Z142,Z6,1.25,Z129
G2867,Z142,Z6,10.0,Z129
G2903,Z96,Z29,10.0,null
G1161,Z18,Z6,10.0,null
G1919,Z18,Z6,10.0,Z129
G2012,Z18,Z6,10.0,Z23,Z128,Z129
G1864,Z18,Z6,1.25,null
G733,Z18,Z6,10.0,Z128
G1205,Z18,Z70,10.0,null
G1206,Z18,Z70,10.0,Z97,Z190
G2097,Z18,Z6,10.0,null
G1207,Z18,Z70,10.0,Z181,Z4,Z59
G1208,Z18,Z70,10.0,Z181,Z190
G1209,Z156,Z151,10.0,null
G1211,Z156,Z151,10.0,null
G1212,Z156,Z151,10.0,null
G1213,Z156,Z151,10.0,null
G1214,Z134,Z171,10.0,null
G1215,Z6,Z128,10.0,Z142
G1293,Z18,Z6,10.0,Z23
G2800,Z18,Z6,1.25,Z188,Z23,Z128
G2814,Z18,Z6,1.25,Z45
G2768,Z23,Z6,1.25,Z142
G484,Z23,Z6,1.25,null
G2162,Z23,Z6,1.25,Z129
