210,242,80,100.0
Z197,25
G560,Z174,Z126,10.0,null
G561,Z124,Z67,100.0,null
G563,Z154,Z44,10.0,null
G564,Z155,Z23,10.0,null
G1434,Z46,Z23,10.0,null
G430,Z46,Z23,10.0,null
G980,Z46,Z23,10.0,Z73,Z121,Z54
G942,Z46,Z23,10.0,null
G316,Z46,Z20,1.25,null
G567,Z46,Z20,1.25,null
G569,Z46,Z23,10.0,null
G1051,Z46,Z23,10.0,null
G571,Z46,Z23,10.0,null
G1181,Z154,Z44,10.0,null
G572,Z46,Z23,10.0,Z73,Z20
G2393,Z155,Z23,10.0,null
G573,Z46,Z23,10.0,null
G2046,Z174,Z126,10.0,null
G575,Z46,Z23,10.0,null
G1592,Z124,Z67,100.0,null
G577,Z46,Z23,10.0,Z121,Z35,Z207
G578,Z46,Z23,10.0,null
G580,Z46,Z23,10.0,null
G581,Z46,Z23,10.0,Z138
G1901,Z14,Z75,1.25,null
G946,Z14,Z75,10.0,null
G121,Z14,Z75,1.25,null
G1221,Z14,Z75,1.25,null
G72,Z14,Z75,10.0,null
G2361,Z125,Z139,100.0,null
G241,Z14,Z75,1.25,null
G590,Z46,Z23,10.0,null
G591,Z46,Z23,10.0,null
G881,Z186,Z84,1.25,null
G592,Z46,Z23,10.0,Z138
G1054,Z186,Z84,1.25,null
G593,Z46,Z23,10.0,null
G594,Z46,Z23,10.0,null
G2217,Z186,Z84,10.0,null
G595,Z46,Z23,10.0,null
G597,Z46,Z23,10.0,null
G598,Z46,Z23,10.0,null
G599,Z46,Z23,10.0,null
G600,Z46,Z23,10.0,null
G1887,Z75,Z14,10.0,null
G1391,Z75,Z14,10.0,null
G2352,Z75,Z14,10.0,null
G2483,Z75,Z14,10.0,null
G610,Z46,Z23,10.0,Z73
G1348,Z75,Z14,10.0,null
G611,Z46,Z23,1.25,null
G2328,Z75,Z14,10.0,null
G410,Z14,Z75,1.25,null
G613,Z46,Z23,1.25,null
G510,Z14,Z75,1.25,null
G614,Z46,Z23,1.25,Z40,Z20,Z121
G615,Z46,Z103,10.0,null
G1000,Z14,Z75,1.25,null
G616,Z46,Z103,1.25,Z205
G1465,Z14,Z75,1.25,null
G618,Z46,Z103,1.25,null
G619,Z46,Z103,1.25,null
G621,Z46,Z103,1.25,null
G623,Z46,Z103,1.25,Z68,Z138,Z205
G2467,Z166,Z151,10.0,null
G2244,Z3,Z18,10.0,null
G1621,Z37,Z99,10.0,null
G744,Z166,Z10,10.0,null
G628,Z178,Z46,10.0,null
G838,Z90,Z204,100.0,null
G630,Z178,Z46,10.0,null
G1377,Z164,Z50,10.0,null
G631,Z178,Z46,10.0,null
G1739,Z20,Z35,1.25,null
G632,Z178,Z46,10.0,null
G1033,Z47,Z110,10.0,null
G161,Z174,Z209,10.0,null
G633,Z73,Z141,10.0,null
G634,Z178,Z46,10.0,null
G636,Z178,Z46,10.0,null
G637,Z196,Z84,10.0,null
G638,Z178,Z46,10.0,null
G639,Z196,Z84,10.0,null
G940,Z47,Z110,10.0,null
G640,Z178,Z46,10.0,null
G641,Z196,Z84,10.0,null
G642,Z196,Z84,10.0,null
G643,Z178,Z46,100.0,null
G645,Z178,Z46,1.25,null
G646,Z196,Z84,10.0,null
G647,Z196,Z84,10.0,null
G648,Z196,Z84,10.0,null
G650,Z196,Z84,10.0,null
G651,Z196,Z84,1.25,Z81
G1375,Z186,Z84,10.0,null
G1936,Z186,Z84,10.0,null
G208,Z186,Z84,10.0,null
G1995,Z186,Z84,10.0,null
G1369,Z208,Z84,10.0,null
G2283,Z186,Z84,10.0,null
G659,Z196,Z84,10.0,null
G2495,Z160,Z45,10.0,null
G660,Z196,Z84,1.25,null
G1226,Z208,Z84,10.0,null
G661,Z196,Z84,1.25,null
G2169,Z166,Z151,10.0,null
G662,Z196,Z84,1.25,null
G1061,Z2,Z194,10.0,null
G664,Z196,Z84,1.25,null
G665,Z196,Z84,1.25,null
G666,Z196,Z84,1.25,null
G668,Z196,Z84,1.25,null
G669,Z196,Z84,1.25,null
G671,Z196,Z84,1.25,null
G1309,Z87,Z125,100.0,null
G96,Z6,Z186,100.0,null
G95,Z6,Z186,100.0,null
G1328,Z186,Z6,1.25,null
G1675,Z1,Z182,100.0,null
G1971,Z186,Z6,1.25,null
G113,Z186,Z6,1.25,null
G1613,Z29,Z108,10.0,null
G322,Z29,Z108,10.0,null
G1825,Z186,Z6,1.25,null
G4,Z186,Z6,100.0,null
G2354,Z29,Z108,1.25,null
G674,Z196,Z84,1.25,Z81,Z33,Z208
G1631,Z29,Z108,10.0,null
G2155,Z186,Z6,100.0,null
G675,Z23,Z138,1.25,null
G2458,Z29,Z108,1.25,null
G667,Z186,Z6,10.0,null
G676,Z107,Z205,10.0,null
G2448,Z29,Z108,1.25,null
G677,Z132,Z160,100.0,null
G1883,Z29,Z108,1.25,null
G679,Z168,Z143,100.0,null
G1279,Z29,Z108,1.25,null
G681,Z39,Z73,10.0,Z141
G682,Z78,Z18,10.0,null
G724,Z29,Z108,2.5,null
G683,Z78,Z18,10.0,null
G684,Z152,Z132,100.0,null
G685,Z29,Z45,1.25,null
G789,Z47,Z110,10.0,null
G1440,Z47,Z110,10.0,null
G1080,Z87,Z195,100.0,null
G1007,Z27,Z48,100.0,null
G2027,Z16,Z100,1.25,null
G2139,Z201,Z144,10.0,null
G373,Z87,Z195,10.0,null
G1493,Z105,Z29,100.0,Z99,Z55
G286,Z129,Z18,10.0,null
G691,Z29,Z45,1.25,null
G1660,Z201,Z144,10.0,null
G226,Z201,Z144,10.0,null
G692,Z29,Z45,1.25,null
G2306,Z16,Z100,10.0,null
G319,Z146,Z138,1.25,null
G693,Z29,Z45,1.25,null
G1345,Z196,Z23,10.0,null
G694,Z29,Z45,1.25,null
G1700,Z201,Z144,10.0,null
G1826,Z129,Z18,10.0,null
G695,Z29,Z45,1.25,null
G867,Z8,Z138,1.25,null
G698,Z29,Z45,10.0,null
G1433,Z50,Z85,10.0,null
G700,Z29,Z45,10.0,Z18
G1950,Z204,Z198,100.0,null
G427,Z8,Z138,10.0,null
G701,Z29,Z45,10.0,null
G703,Z29,Z45,10.0,null
G704,Z116,Z70,1.25,null
G538,Z145,Z40,1.25,null
G1547,Z145,Z40,1.25,null
G345,Z145,Z40,1.25,null
G771,Z32,Z11,10.0,null
G710,Z116,Z70,10.0,null
G2014,Z38,Z164,10.0,null
G711,Z116,Z70,1.25,null
G1841,Z32,Z11,10.0,null
G60,Z32,Z11,10.0,null
G712,Z116,Z70,1.25,null
G713,Z116,Z70,1.25,null
G1938,Z89,Z147,10.0,null
G714,Z116,Z70,1.25,null
G1158,Z32,Z11,10.0,null
G717,Z116,Z70,10.0,null
G718,Z116,Z70,10.0,null
G1291,Z66,Z100,1.25,null
G720,Z116,Z70,10.0,null
G721,Z116,Z70,10.0,null
G723,Z116,Z70,10.0,null
G1101,Z29,Z108,2.5,null
G1155,Z29,Z108,2.5,null
G730,Z116,Z70,1.25,null
G1082,Z145,Z40,10.0,null
G731,Z116,Z70,1.25,null
G1039,Z29,Z108,2.5,null
G732,Z116,Z70,10.0,null
G1133,Z145,Z40,10.0,null
G733,Z116,Z70,10.0,null
G1195,Z145,Z40,10.0,null
G734,Z116,Z70,10.0,null
G1191,Z145,Z40,10.0,null
G737,Z116,Z70,10.0,null
G1119,Z145,Z40,10.0,null
G738,Z116,Z70,1.25,null
G1688,Z145,Z40,1.25,null
G739,Z116,Z70,10.0,null
G1405,Z145,Z40,1.25,null
G741,Z116,Z70,1.25,null
G742,Z116,Z70,10.0,null
G2042,Z29,Z197,10.0,null
G1799,Z29,Z197,10.0,null
G2058,Z29,Z197,1.25,null
G963,Z161,Z138,1.25,null
G696,Z29,Z197,2.5,null
G754,Z116,Z70,10.0,Z16,Z12
G183,Z161,Z138,10.0,null
G755,Z116,Z70,10.0,null
G756,Z116,Z70,1.25,null
G1015,Z161,Z138,1.25,null
G757,Z116,Z70,1.25,null
G878,Z84,Z150,1.25,null
G759,Z116,Z70,1.25,null
G1127,Z59,Z70,10.0,null
G761,Z116,Z70,1.25,Z16
G762,Z116,Z70,1.25,null
G1078,Z84,Z150,1.25,null
G763,Z116,Z70,1.25,null
G765,Z116,Z70,1.25,null
G766,Z116,Z70,1.25,null
G1139,Z103,Z6,1.25,Z96,Z156
G791,Z66,Z100,10.0,null
G775,Z116,Z70,1.25,null
G1175,Z103,Z6,1.25,Z49,Z184
G777,Z116,Z70,1.25,null
G1122,Z103,Z6,1.25,Z205,Z135
G112,Z103,Z6,1.25,null
G779,Z116,Z70,1.25,null
G780,Z116,Z70,10.0,null
G1055,Z103,Z6,1.25,null
G781,Z116,Z70,10.0,Z41,Z190
G1395,Z103,Z6,1.25,null
G782,Z116,Z70,10.0,null
G922,Z103,Z6,1.25,Z171,Z24
G784,Z116,Z70,1.25,null
G1489,Z103,Z6,10.0,Z35,Z135
G785,Z116,Z70,1.25,null
G1063,Z103,Z6,1.25,null
G786,Z70,Z116,10.0,null
G787,Z70,Z116,1.25,null
G1970,Z6,Z70,10.0,null
G1273,Z6,Z70,10.0,null
G1347,Z6,Z70,10.0,null
G442,Z6,Z70,10.0,null
G796,Z146,Z6,1.25,null
G797,Z70,Z116,10.0,null
G1828,Z6,Z70,10.0,null
G799,Z196,Z6,10.0,null
G800,Z109,Z91,2.5,null
G2135,Z6,Z70,10.0,null
G167,Z6,Z70,10.0,null
G802,Z196,Z6,10.0,null
G803,Z109,Z91,10.0,null
G804,Z196,Z6,10.0,null
G805,Z109,Z91,2.5,Z105
G2382,Z6,Z70,10.0,null
G806,Z196,Z6,10.0,null
G807,Z109,Z91,2.5,null
G1363,Z6,Z70,10.0,null
G808,Z196,Z6,10.0,null
G809,Z109,Z91,2.5,null
G810,Z196,Z6,1.25,null
G811,Z109,Z91,2.5,null
G2486,Z6,Z70,1.25,null
G812,Z196,Z6,100.0,null
G813,Z109,Z91,2.5,null
G814,Z196,Z6,10.0,Z199,Z60,Z135
G815,Z109,Z91,2.5,null
G817,Z196,Z6,10.0,null
G818,Z109,Z91,2.5,null
G1836,Z84,Z150,1.25,null
G40,Z84,Z150,1.25,null
G824,Z196,Z6,10.0,null
G1953,Z6,Z70,10.0,Z23,Z188,Z22
G826,Z196,Z6,100.0,null
G1738,Z4,Z197,10.0,null
G827,Z196,Z6,1.25,null
G1876,Z6,Z70,10.0,null
G6,Z6,Z70,10.0,Z142,Z197,Z123
G828,Z196,Z6,1.25,null
G830,Z196,Z6,1.25,Z95,Z137,Z108
G2069,Z6,Z70,10.0,null
G832,Z196,Z6,1.25,null
G1387,Z6,Z70,10.0,null
G23,Z6,Z70,10.0,Z99,Z80
G833,Z196,Z6,10.0,null
G318,Z6,Z70,10.0,null
G834,Z196,Z6,10.0,null
G835,Z196,Z6,10.0,null
G836,Z196,Z6,10.0,null
G2468,Z70,Z6,100.0,null
G889,Z160,Z121,1.25,null
G432,Z160,Z121,1.25,null
G2491,Z177,Z96,10.0,null
G846,Z196,Z6,2.5,null
G1663,Z176,Z117,10.0,null
G847,Z196,Z6,1.25,null
G900,Z27,Z95,10.0,null
G848,Z196,Z6,10.0,null
G2338,Z94,Z40,10.0,null
G849,Z196,Z6,1.25,null
G2258,Z190,Z30,1.25,null
G850,Z196,Z6,1.25,null
G2341,Z190,Z30,1.25,null
G851,Z6,Z196,10.0,null
G41,Z18,Z7,100.0,null
G853,Z6,Z196,10.0,null
G854,Z6,Z196,1.25,Z187
G855,Z6,Z196,10.0,null
G856,Z196,Z6,100.0,null
G2449,Z6,Z70,10.0,null
G504,Z6,Z70,10.0,null
G244,Z6,Z70,2.5,null
G864,Z196,Z6,10.0,Z187,Z150,Z124
G865,Z42,Z22,10.0,null
G2450,Z6,Z70,10.0,null
G866,Z186,Z18,100.0,null
G1416,Z6,Z70,2.5,null
G869,Z186,Z18,10.0,null
G2007,Z6,Z70,2.5,null
G870,Z44,Z6,10.0,null
G1353,Z6,Z70,100.0,null
G871,Z46,Z70,1.25,null
G2488,Z70,Z6,1.25,null
G0,Z70,Z6,100.0,null
G872,Z46,Z70,1.25,null
G873,Z46,Z70,1.25,null
G1393,Z6,Z70,100.0,null
G874,Z46,Z70,1.25,Z54,Z106
G875,Z46,Z70,1.25,null
G884,Z46,Z70,1.25,null
G885,Z46,Z70,1.25,null
G886,Z46,Z70,1.25,null
G887,Z46,Z70,1.25,null
G888,Z46,Z70,1.25,null
G890,Z46,Z70,1.25,null
G891,Z46,Z70,1.25,null
G893,Z70,Z46,1.25,null
G894,Z70,Z46,1.25,null
G896,Z70,Z150,1.25,null
G903,Z70,Z150,1.25,null
G904,Z70,Z150,10.0,null
G906,Z70,Z150,10.0,null
G907,Z70,Z150,10.0,null
G909,Z70,Z150,10.0,null
G910,Z156,Z184,10.0,null
G912,Z156,Z184,10.0,null
G913,Z156,Z184,10.0,null
G914,Z156,Z184,10.0,null
G915,Z208,Z164,10.0,null
G39,Z6,Z30,10.0,null
G831,Z178,Z30,10.0,null
G315,Z29,Z171,10.0,Z96
G38,Z139,Z144,10.0,null
G1111,Z160,Z6,1.25,null
G1161,Z160,Z6,1.25,null
G1567,Z160,Z6,1.25,null
G1622,Z160,Z6,1.25,null
G905,Z160,Z6,1.25,null
G925,Z59,Z0,1.25,null
G180,Z160,Z6,1.25,null
G926,Z198,Z112,100.0,null
G927,Z158,Z108,10.0,null
G928,Z158,Z108,10.0,null
G929,Z158,Z108,10.0,null
G930,Z201,Z118,10.0,null
G933,Z201,Z118,10.0,null
G934,Z201,Z118,10.0,null
G936,Z201,Z118,10.0,null
G937,Z46,Z29,1.25,null
G752,Z160,Z6,1.25,null
G1177,Z160,Z6,1.25,null
G1254,Z160,Z6,1.25,null
G22,Z160,Z6,1.25,null
G740,Z160,Z6,1.25,null
G1501,Z160,Z6,1.25,null
G2407,Z142,Z6,10.0,null
G1638,Z142,Z6,1.25,null
G944,Z18,Z70,1.25,Z63,Z106
G1702,Z142,Z6,1.25,null
G448,Z142,Z6,1.25,null
G945,Z18,Z70,1.25,Z203
G948,Z18,Z70,1.25,null
G949,Z18,Z70,1.25,null
G950,Z18,Z70,1.25,null
G952,Z18,Z70,1.25,null
G953,Z18,Z70,1.25,null
G955,Z18,Z70,10.0,null
G956,Z18,Z70,10.0,Z106,Z123,Z22
G957,Z18,Z70,10.0,null
G487,Z142,Z6,1.25,null
G745,Z142,Z6,1.25,null
G2414,Z142,Z6,10.0,null
G2440,Z96,Z29,10.0,null
G924,Z18,Z6,10.0,null
G1541,Z18,Z6,10.0,null
G1635,Z18,Z6,10.0,null
G1485,Z18,Z6,1.25,null
G602,Z18,Z6,10.0,null
G969,Z18,Z70,10.0,null
G970,Z18,Z70,10.0,Z155,Z19,Z63
G1719,Z18,Z6,10.0,null
G971,Z18,Z70,10.0,null
G972,Z18,Z70,10.0,null
G973,Z156,Z151,10.0,null
G975,Z156,Z151,10.0,null
G976,Z156,Z151,10.0,null
G977,Z156,Z151,10.0,null
G978,Z134,Z171,10.0,null
G979,Z6,Z128,10.0,null
G1058,Z18,Z6,10.0,null
G2364,Z18,Z6,1.25,null
G2378,Z18,Z6,1.25,Z165
G2332,Z23,Z6,1.25,null
G382,Z23,Z6,1.25,null
G1784,Z23,Z6,1.25,Z128
G200,Z23,Z6,10.0,null
G426,Z23,Z6,1.25,null
G984,Z146,Z43,10.0,null
G1071,Z23,Z6,10.0,null
G986,Z141,Z138,1.25,null
G1022,Z23,Z6,10.0,null
G987,Z34,Z29,10.0,null
G988,Z34,Z29,10.0,null
G989,Z34,Z29,10.0,null
G991,Z34,Z29,10.0,null
G992,Z146,Z23,1.25,null
G994,Z146,Z23,1.25,null
G995,Z23,Z6,1.25,Z129
G996,Z23,Z6,1.25,null
G966,Z23,Z6,10.0,null
G218,Z23,Z6,10.0,null
G1682,Z23,Z6,10.0,null
G1765,Z23,Z6,10.0,null
G579,Z23,Z6,10.0,null
G10,Z23,Z6,10.0,null
G1036,Z23,Z6,10.0,Z142
G825,Z23,Z6,10.0,null
G1409,Z23,Z6,10.0,null
G708,Z23,Z6,10.0,null
G1424,Z23,Z6,1.25,null
G2005,Z23,Z6,1.25,Z129
G204,Z23,Z6,1.25,null
G1912,Z23,Z6,1.25,Z129
G1798,Z23,Z6,1.25,null
G690,Z23,Z6,1.25,null
G689,Z146,Z23,1.25,null
G1480,Z146,Z23,1.25,null
G1788,Z34,Z29,10.0,null
G1618,Z34,Z29,10.0,null
G2024,Z34,Z29,10.0,null
G203,Z34,Z29,10.0,null
G1417,Z141,Z138,1.25,null
G1001,Z146,Z43,10.0,null
G2430,Z6,Z128,10.0,Z142
G248,Z134,Z171,10.0,null
G2375,Z156,Z151,10.0,null
G2381,Z156,Z151,10.0,null
G1366,Z156,Z151,10.0,null
G1885,Z156,Z151,10.0,null
G1559,Z18,Z70,10.0,null
G374,Z18,Z70,10.0,null
G499,Z18,Z70,10.0,null
G1802,Z18,Z70,10.0,Z53,Z78,Z105
G1735,Z18,Z70,10.0,null
G1958,Z18,Z70,10.0,null
G1012,Z18,Z70,10.0,null
G2429,Z18,Z70,1.25,null
G2194,Z18,Z70,1.25,null
G2174,Z18,Z70,1.25,null
G2146,Z18,Z70,1.25,null
G1442,Z18,Z70,1.25,null
G446,Z18,Z70,1.25,null
G486,Z18,Z70,1.25,Z155,Z80
G586,Z46,Z29,1.25,null
G1040,Z178,Z46,1.25,null
G335,Z201,Z118,10.0,null
G1041,Z178,Z46,1.25,null
G1042,Z178,Z46,1.25,null
G2379,Z201,Z118,10.0,null
G1043,Z178,Z46,1.25,null
G2006,Z201,Z118,10.0,null
G1044,Z178,Z46,1.25,null
G1479,Z201,Z118,10.0,null
G1045,Z178,Z46,1.25,null
G2086,Z158,Z108,10.0,null
G1046,Z178,Z46,1.25,null
G1047,Z178,Z46,1.25,null
G1049,Z178,Z46,1.25,null
G1050,Z178,Z46,1.25,null
G2213,Z158,Z108,10.0,null
G2188,Z158,Z108,10.0,null
G1951,Z198,Z112,100.0,null
G1717,Z59,Z0,1.25,null
G1062,Z178,Z46,1.25,null
G1267,Z208,Z164,10.0,null
G159,Z156,Z184,10.0,null
G1065,Z178,Z46,1.25,null
G536,Z156,Z184,10.0,null
G1067,Z178,Z46,1.25,null
G1068,Z178,Z46,1.25,null
G1666,Z156,Z184,10.0,null
G1069,Z178,Z46,1.25,null
G1710,Z156,Z184,10.0,null
G219,Z70,Z150,10.0,null
G1072,Z178,Z46,10.0,null
G1073,Z178,Z46,10.0,null
G1074,Z178,Z46,10.0,null
G1075,Z178,Z46,10.0,null
G1076,Z178,Z46,10.0,null
G1084,Z178,Z46,10.0,null
G1085,Z178,Z46,10.0,null
G1088,Z178,Z46,10.0,null
G1090,Z178,Z46,10.0,null
G1091,Z178,Z46,10.0,null
G1092,Z178,Z46,10.0,null
G1093,Z178,Z46,10.0,null
G1094,Z178,Z46,10.0,null
G1095,Z178,Z46,1.25,null
G1097,Z178,Z46,1.25,null
G1903,Z160,Z162,10.0,null
G1482,Z155,Z18,10.0,null
G1389,Z58,Z84,10.0,null
G868,Z58,Z84,10.0,null
G1104,Z178,Z46,1.25,null
G2507,Z46,Z102,10.0,null
G1105,Z178,Z46,1.25,null
G1699,Z58,Z84,10.0,null
G1106,Z178,Z46,1.25,null
G1385,Z46,Z102,10.0,null
G1107,Z44,Z206,100.0,null
G2402,Z46,Z102,10.0,null
G774,Z65,Z115,10.0,null
G1108,Z186,Z197,10.0,null
G1109,Z186,Z197,10.0,Z129,Z23,Z53
G1338,Z65,Z115,10.0,null
G1110,Z186,Z197,10.0,null
G1113,Z186,Z197,10.0,null
G1114,Z27,Z164,10.0,null
G1115,Z160,Z23,10.0,null
G1371,Z186,Z6,10.0,null
G457,Z186,Z6,10.0,null
G1123,Z160,Z23,10.0,null
G1763,Z186,Z6,10.0,null
G653,Z186,Z6,10.0,null
G1124,Z109,Z108,2.5,null
G110,Z186,Z6,10.0,null
G1126,Z109,Z108,2.5,null
G620,Z6,Z186,100.0,null
G1129,Z109,Z108,2.5,null
G1130,Z109,Z108,2.5,null
G1299,Z186,Z6,10.0,null
G1131,Z18,Z7,10.0,null
G1537,Z71,Z46,1.25,null
G622,Z6,Z186,100.0,null
G1132,Z18,Z7,100.0,null
G1134,Z190,Z30,1.25,null
G1135,Z190,Z30,1.25,null
G2072,Z155,Z18,10.0,null
G1136,Z27,Z95,10.0,null
G911,Z178,Z75,10.0,null
G656,Z178,Z75,10.0,null
G1059,Z178,Z75,10.0,null
G993,Z178,Z75,10.0,null
G1145,Z94,Z40,10.0,Z5
G1230,Z178,Z75,10.0,null
G1026,Z178,Z75,10.0,null
G1146,Z177,Z96,10.0,null
G155,Z178,Z75,10.0,null
G1147,Z176,Z117,10.0,null
G1148,Z160,Z121,1.25,null
G1171,Z178,Z75,10.0,Z179
G1150,Z160,Z121,1.25,null
G1281,Z178,Z75,10.0,null
G688,Z178,Z75,10.0,null
G1151,Z70,Z6,100.0,null
G1153,Z70,Z6,100.0,null
G2,Z6,Z70,100.0,null
G1,Z6,Z70,100.0,null
G1154,Z70,Z6,1.25,null
G233,Z65,Z115,10.0,null
G1337,Z83,Z28,100.0,null
G965,Z65,Z115,10.0,null
G1160,Z6,Z70,2.5,Z45,Z105,Z106
G431,Z155,Z19,10.0,null
G1162,Z6,Z70,2.5,Z106,Z22,Z80
G1163,Z6,Z70,2.5,null
G1310,Z202,Z53,10.0,null
G1164,Z6,Z70,10.0,null
G2336,Z130,Z168,100.0,null
G1165,Z6,Z70,10.0,null
G2305,Z74,Z124,100.0,null
G1166,Z6,Z70,10.0,Z78
G1178,Z178,Z75,10.0,null
G1142,Z178,Z75,10.0,null
G1167,Z6,Z70,1.25,null
G1168,Z6,Z70,10.0,null
G1169,Z6,Z70,10.0,null
G1308,Z178,Z75,10.0,null
G1170,Z6,Z70,10.0,null
G179,Z109,Z91,2.5,null
G2051,Z109,Z91,2.5,null
G1905,Z109,Z91,10.0,null
G2068,Z109,Z91,2.5,null
G1180,Z6,Z70,10.0,null
G1184,Z70,Z116,10.0,null
G1182,Z6,Z70,10.0,null
G1362,Z109,Z91,2.5,null
G1034,Z70,Z116,10.0,null
G1183,Z6,Z70,10.0,null
G1185,Z6,Z70,10.0,null
G1872,Z70,Z116,1.25,null
G1187,Z6,Z70,10.0,null
G1311,Z116,Z70,1.25,null
G670,Z116,Z70,1.25,null
G1188,Z6,Z70,10.0,null
G1189,Z6,Z70,10.0,null
G1190,Z6,Z70,10.0,null
G1192,Z6,Z70,10.0,null
G1193,Z6,Z70,10.0,null
G748,Z178,Z75,10.0,null
G2063,Z99,Z53,10.0,null
G1199,Z6,Z70,10.0,Z23,Z55,Z63
G1367,Z99,Z53,10.0,null
G1200,Z6,Z70,10.0,null
G2274,Z99,Z53,10.0,null
G320,Z99,Z53,10.0,null
G1203,Z6,Z70,10.0,null
G1205,Z4,Z197,10.0,null
G1415,Z109,Z91,2.5,null
G1206,Z84,Z150,1.25,null
G1207,Z138,Z20,1.25,null
G2008,Z138,Z20,1.25,null
G25,Z109,Z91,2.5,null
G1208,Z84,Z150,1.25,Z164,Z208,Z74
G1209,Z99,Z53,10.0,null
G1210,Z84,Z150,1.25,null
G1211,Z99,Z53,10.0,null
G1933,Z109,Z91,2.5,null
G1212,Z84,Z150,1.25,null
G1213,Z99,Z53,10.0,null
G1214,Z59,Z70,10.0,null
G1215,Z99,Z53,10.0,null
G1862,Z109,Z91,2.5,null
G1216,Z178,Z75,10.0,null
G1217,Z161,Z138,10.0,null
G1218,Z178,Z75,10.0,null
G1219,Z178,Z75,10.0,null
G1220,Z178,Z75,10.0,null
G1222,Z178,Z75,10.0,Z71
G444,Z116,Z70,1.25,Z41,Z59,Z148
G1100,Z116,Z70,1.25,null
G2028,Z116,Z70,1.25,null
G1596,Z116,Z70,1.25,null
G1231,Z161,Z138,1.25,null
G2506,Z116,Z70,10.0,null
G1232,Z161,Z138,1.25,null
G2245,Z116,Z70,10.0,null
G1233,Z29,Z197,2.5,null
G2460,Z116,Z70,1.25,null
G170,Z116,Z70,10.0,null
G1234,Z29,Z197,10.0,null
G1235,Z178,Z75,10.0,null
G1236,Z29,Z197,1.25,null
G1484,Z116,Z70,1.25,Z183
G1237,Z178,Z75,10.0,Z14
G1238,Z29,Z197,10.0,Z155
G1349,Z116,Z70,10.0,Z41,Z183,Z59
G1242,Z178,Z75,10.0,null
G1243,Z103,Z6,10.0,null
G1244,Z178,Z75,10.0,null
G1245,Z103,Z6,1.25,null
G1246,Z178,Z75,10.0,Z86
G1247,Z103,Z6,1.25,Z188,Z134,Z118
G1248,Z178,Z75,10.0,null
G1250,Z103,Z6,1.25,null
G1251,Z178,Z75,10.0,null
G1253,Z178,Z75,10.0,Z209
G1255,Z178,Z75,10.0,null
G1256,Z130,Z168,100.0,null
G2452,Z116,Z70,10.0,null
G1859,Z116,Z70,10.0,null
G1357,Z116,Z70,10.0,null
G1746,Z116,Z70,1.25,null
G333,Z116,Z70,1.25,null
G1617,Z116,Z70,1.25,null
G1037,Z116,Z70,1.25,null
G1261,Z74,Z124,100.0,null
G625,Z116,Z70,1.25,Z41
G1262,Z155,Z19,10.0,null
G512,Z116,Z70,1.25,null
G1263,Z202,Z53,10.0,null
G1264,Z83,Z28,100.0,null
G1265,Z65,Z115,10.0,null
G1380,Z116,Z70,1.25,null
G1266,Z65,Z115,10.0,null
G1268,Z65,Z115,10.0,null
G1269,Z65,Z115,10.0,null
G1270,Z46,Z102,10.0,null
G1271,Z46,Z102,10.0,null
G1031,Z116,Z70,1.25,null
G252,Z116,Z70,10.0,Z41,Z172
G1312,Z116,Z70,1.25,null
G1204,Z116,Z70,1.25,null
G53,Z186,Z197,10.0,null
G2357,Z116,Z70,10.0,null
G627,Z186,Z197,10.0,null
G2504,Z116,Z70,1.25,null
G1277,Z6,Z144,10.0,null
G1745,Z178,Z46,1.25,null
G1844,Z29,Z45,10.0,null
G1099,Z44,Z206,100.0,null
G1278,Z6,Z144,10.0,null
G1522,Z116,Z70,1.25,Z16,Z172,Z190
G1089,Z178,Z46,1.25,null
G1280,Z6,Z144,10.0,null
G1909,Z29,Z45,10.0,null
G1282,Z6,Z144,10.0,null
G1383,Z29,Z45,10.0,null
G1857,Z178,Z46,1.25,null
G816,Z178,Z46,1.25,null
G1284,Z6,Z144,10.0,null
G206,Z178,Z46,1.25,null
G1285,Z6,Z144,10.0,null
G1286,Z6,Z144,10.0,null
G2078,Z178,Z46,10.0,null
G1287,Z6,Z144,10.0,null
G2345,Z178,Z46,10.0,null
G1288,Z6,Z144,10.0,Z154
G1289,Z6,Z144,10.0,null
G2427,Z116,Z70,10.0,null
G187,Z116,Z70,10.0,null
G2362,Z116,Z70,10.0,null
G1749,Z116,Z70,1.25,null
G2360,Z18,Z7,10.0,null
G1296,Z14,Z30,1.25,null
G2092,Z116,Z70,10.0,null
G1297,Z45,Z6,1.25,null
G1865,Z116,Z70,10.0,null
G2355,Z109,Z108,2.5,null
G507,Z116,Z70,1.25,null
G1298,Z45,Z6,1.25,null
G2339,Z109,Z108,2.5,null
G552,Z109,Z108,2.5,null
G1300,Z45,Z6,1.25,null
G1852,Z116,Z70,10.0,null
G352,Z109,Z108,2.5,null
G1302,Z45,Z6,2.5,null
G2401,Z116,Z70,10.0,null
G1303,Z45,Z6,2.5,null
G1884,Z160,Z23,10.0,null
G86,Z160,Z23,10.0,null
G1304,Z45,Z6,2.5,null
G1481,Z116,Z70,10.0,null
G715,Z186,Z197,10.0,null
G1305,Z45,Z6,2.5,null
G1306,Z45,Z6,2.5,null
G1716,Z27,Z164,10.0,Z98
G1307,Z45,Z6,2.5,null
G1381,Z186,Z197,10.0,null
G545,Z178,Z46,1.25,null
G1886,Z178,Z46,10.0,null
